isEdited,developerResponse,title,date,review,rating,userName
False,"{'id': 5337299, 'body': 'Thank you for your feedback.  We will continue to improve our app features, range of products and deals to serve you better.\n \nIf there are areas of improvements you have in mind, please contact us @ app-feedback@fairprice.com.sg', 'modified': '2018-10-03T07:50:10Z'}",Nt user friendly. Easier on website.,2018-09-26 09:55:59,Cart not shown prominently. Pop up of how much more to get free delivery disappears too fast. Pictures of items too small on ipad. Got to click around many times to complete order.,2,ms hoh
False,,Simply annoying sometimes and lagging,2018-07-23 18:24:11,Lagging and some promo item for 2 items - just simply annoying when the qty doesn't add on and due to that you cant enjoy the promo.,3,Sri Kurniawan
False,,Good price.,2018-07-19 15:26:47,It has been improved and it’s much better than before! Good job!,5,KelCai
False,,Slow and user unfriendly,2018-04-15 02:24:00,"Very slow app and complicated.
Compared to other apps for online shopping like red mart etc very outdated.
App hangs in the middle of transactions. I had to key in 5 different OTPs today before I could complete my order as the app was hanging",2,srabanib
False,,Improved some but lost some,2018-03-18 06:59:54,"The login experience still troublesome
There’s a bug that always kicks me out while shopping and I have to re add items",3,kopifriend
False,,App lags and crashes,2018-03-12 13:43:44,App keeps crashing and logging me out. The whole app seems to be lagging badly too. Every page take forever to load and when it successfully does finish loading it crashes.,2,CeLdAdIiReE
False,,Stability Issue!,2019-09-27 11:48:13,"Please fix the stability of your app. Spend some money on maintaining/improving it. eCommerce grocery shopping will be a hit moving forward. Set goal and study from the success of JD/TMall. You should just fire your IT, eCommerce team or your agency servicing your app if this should don’t improve. Disappointed!",1,Wallacetwl
False,"{'id': 5337329, 'body': 'Thank you for taking the time to share this with us. We’ll added this to our list of ideas and hope to start working on this soon.\n\nIf you’ve more feedback or want to provide more areas of improvement, please contact us @ app-feedback@fairprice.com.sg.', 'modified': '2018-10-03T07:52:45Z'}",Link for the ntuc membership card,2018-09-19 05:29:51,Hopefully the next update of this app will also include of invoking ntuc membership so that we can also gain point while do buying goods online.,3,Striker bullet
False,,Online fair price experience,2019-05-28 15:44:01,Easy to use only thing can’t get link points. A little up sad.,4,JoJo yeong
False,"{'id': 15466662, 'body': ""We sincerely apologize for the troubles you've had with your order. Due to the increase in demand recently, we've had some capacity issues. We're constantly working to expand our product range and ensure stock availability to serve you better. Thank you for your patience and understanding. Stay safe and have a good day (:\r"", 'modified': '2020-05-21T10:11:08Z'}",Stock list is constantly not updated,2020-03-06 04:30:54,Ordered 3 times. Every single time there will be an item that’s not available for delivery and then will have to wait for the refund of that particular item. Not an efficient way to do grocery shopping,1,Yell87
False,"{'id': 11747466, 'body': 'We’re sorry for the unstable app experience you had with us. We value your feedback and want to understand more so that we can continuously improve the user experience. \r\n\r\nCould you contact us at @ app-feedback@fairprice.com.sg? We assure you that your time would not be wasted. If you help us, we can compensate you for your time, pls write to us.\r\n', 'modified': '2019-11-09T11:45:07Z'}",Please revert back to previous version,2019-10-28 00:13:46,After update not able to place any orders despite changing and updating payment methods several times. And now we are forced to allow the app the remember the card details. Please revert back to the old and friendlier version.,1,Rhodachang
False,,Expiry Date,2019-07-25 09:28:09,"It will be good if can show the expiry date of the items.

Also appreciate if items sent is fresh and of a later expiry date.",3,Agneslcf
False,,How to update memembership in mobile app?,2019-05-28 22:45:42,Could u advise how to update membership no. in mobile app? I saw there’s menu to update but when I go inside that menu there’s no option to add my NTUC membership no.,3,Kl2k
False,,"Problem after update, please look into your apps",2019-10-05 06:17:55,After the latest update make us even harder in searching and viewing! !  Even SLOWER loading too!!! might as well don’t update.  I have actually out of patience already!,1,JJSSNG
False,,Fair price membership rebates no working!,2019-09-04 03:39:17,Frustrating!!! The field for input plus card membership is not working. Screen always shown “Pls provide valid plus card number!” even though the correct plus card membership number has keyed in.,1,urgentUser
False,,App doesn’t load with the correct size in my iPhone,2019-06-02 23:16:52,The Top part of the app is always missing and difficult to tap and reach,3,Listener 2 me
False,,Permanently out of stocks,2019-04-15 01:08:55,"It seems that the online shopping always had a lot of items out of stocks

Some items are permanently out of stock

Need to improve",3,bambi loh
False,,Difficult to see best promos,2018-07-17 09:13:11,May be a marketing tactic but one product is placed very far from the same product that have a Promotion attached. Difficult to see if you’re getting the most value for your buck.,2,thgsejndjmd
False,,Great app! Needless to carry bulky shopping,2019-03-31 11:20:53,Great with free delivery! All items can be found in the app instead of going direct to outlets!,5,Lordkiat
False,,Recommend,2020-06-27 10:21:17,"Fresh vegetables and in time delivery all the time.

Thank you fair prices",5,louis khin
False,,.. slow Cart,2018-08-10 05:18:05,The shopping cart is slow to load or refresh. It’s nothing to do with my internet speed. Do something please.,3,sgoxx
False,,Search is not good,2018-05-24 06:35:25,"Need to improve searching. Sometimes the results shown are irrelevant to the input. Also, app is sometimes very slow",3,laserarun
False,,Log out too soon & cart back to empty!!!,2018-04-01 01:29:24,"Log out too soon that my cart will be empty & I have to re order...I have to do so repeatedly in order to complete a decent order.

can the ntuc link point be incorporated into this app as well please?",2,Takochanv
False,"{'id': 15889879, 'body': 'Thank you for your support and understanding during this period. We’ll continue to improve our user-experience, features, range of products and deals to serve you better. Stay safe and have a great day! (:\r', 'modified': '2020-06-10T05:11:10Z'}",Free gift,2020-06-09 09:41:06,"I would like to suggest fair prices would made numerous of free gift, so customer may have a lots of voices.",5,Oktavialenny
